ID;SEBUTAN_JABATAN;organisasi_id;ORGANISASI;jenjang_jabatan_id;JENJANG_JABATAN;job_target_jabatan_id;job_target;PEMIMPIN_UNIT;stream_business_id;STREAM_BUSINESS;profesi_id;PROFESI;STATUS;DIRKOM_ID
204;Vice President Strategi Regulasi dan Manajemen Stakeholder Strategis;79;Kantor Pusat - Manajemen Regulator;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;77;Manajemen Stakeholder;ACTV;2
205;Manager Perencanaan dan Strategi Regulasi dan Manajemen Stakeholder Strategis;79;Kantor Pusat - Manajemen Regulator;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;77;Manajemen Stakeholder;ACTV;2
206;Executive Vice President Manajemen Digital;78;Kantor Pusat - Manajemen Digital;2;Manajemen Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
207;Vice President Digitalisasi Kelistrikan dan Anggaran;78;Kantor Pusat - Manajemen Digital;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
208;Manager Perencanaan, Budaya, dan Anggaran Digital;78;Kantor Pusat - Manajemen Digital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
209;Manager Digitalisasi Kelistrikan;78;Kantor Pusat - Manajemen Digital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
210;Vice President Digitalisasi Beyond kWh;78;Kantor Pusat - Manajemen Digital;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
211;Manager Digitalisasi Layanan Finansial dan Pendanaan;78;Kantor Pusat - Manajemen Digital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
212;Manager Digitalisasi Beyond kWh Non Finansial;78;Kantor Pusat - Manajemen Digital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
213;Manager Executive Director (REN);87;PLN Kantor Pusat - Direktorat Perencanaan;3;Manajemen Menengah;;;Non Pemimpin Unit;9;Corporate Planning and Performance;81;Manajemen Kinerja;ACTV;2
214;Executive Vice President Perencanaan Sistem Ketenagalistrikan;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;2;Manajemen Atas;;;Non Pemimpin Unit;8;Strategic Electricity Planning;8;Perencanaan Sistem Tenaga;ACTV;2
215;Vice President Perencanaan Sistem Ketenagalistrikan Sumatera dan Kalimantan;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;8;Perencanaan Sistem Tenaga;ACTV;2
216;Manager Perencanaan Sistem Ketenagalistrikan Sumatera dan Kalimantan;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;8;Perencanaan Sistem Tenaga;ACTV;2
217;Vice President Perencanaan Sistem Ketenagalistrikan Jawa, Madura dan Bali;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;8;Perencanaan Sistem Tenaga;ACTV;2
218;Manager Perencanaan Sistem Ketenagalistrikan Jawa, Madura dan Bali;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;8;Perencanaan Sistem Tenaga;ACTV;2
219;Vice President Perencanaan Sistem Ketenagalistrikan Sulawesi, Maluku, Papua dan Nusa Tenggara;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;8;Perencanaan Sistem Tenaga;ACTV;2
220;Manager Perencanaan Sistem Ketenagalistrikan Sulawesi, Maluku, Papua dan Nusa Tenggara;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;8;Perencanaan Sistem Tenaga;ACTV;2
221;Vice President Pengendalian RUPTL;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;8;Perencanaan Sistem Tenaga;ACTV;2
222;Manager Pengendalian RUPTL;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;8;Perencanaan Sistem Tenaga;ACTV;2
223;Executive Vice President Perencanaan Korporat;91;PLN Kantor Pusat - Divisi Perencanaan Strategi Korporat;2;Manajemen Atas;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
224;Vice President Perencanaan Strategi Korporat;91;PLN Kantor Pusat - Divisi Perencanaan Strategi Korporat;3;Manajemen Menengah;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
225;Manager Pengembangan dan Penyelarasan Strategi;91;PLN Kantor Pusat - Divisi Perencanaan Strategi Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
226;Manager Implementasi dan Evaluasi Strategi;91;PLN Kantor Pusat - Divisi Perencanaan Strategi Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
227;Vice President Proyeksi Keuangan;91;PLN Kantor Pusat - Divisi Perencanaan Strategi Korporat;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;74;Corporate Finance;ACTV;2
228;Manager Proyeksi Keuangan;91;PLN Kantor Pusat - Divisi Perencanaan Strategi Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;74;Corporate Finance;ACTV;2
229;Vice President Pinjaman dan Hibah Luar Negeri;91;PLN Kantor Pusat - Divisi Perencanaan Strategi Korporat;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;74;Corporate Finance;ACTV;2
230;Manager Administrasi Pinjaman dan Hibah Luar Negeri;91;PLN Kantor Pusat - Divisi Perencanaan Strategi Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;74;Corporate Finance;ACTV;2
231;Vice President Pengembangan Strategi Bisnis;91;PLN Kantor Pusat - Divisi Perencanaan Strategi Korporat;3;Manajemen Menengah;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
232;Manager Pengembangan Strategi Bisnis;91;PLN Kantor Pusat - Divisi Perencanaan Strategi Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
233;Executive Vice President Manajemen Portofolio;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;2;Manajemen Atas;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
234;Vice President Transaksi Tenaga Listrik dan Single Buyer;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;10;Transaksi Energi Listrik;ACTV;2
235;Manager Transaksi Tenaga Listrik;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;10;Transaksi Energi Listrik;ACTV;2
236;Vice President Pengembangan Portofolio;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;3;Manajemen Menengah;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
237;Manager Strategi Portofolio;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;4;Manajemen Dasar;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
238;Manager Kemitraan dan Afiliasi;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;4;Manajemen Dasar;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
239;Vice President Manajemen Portofolio;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;3;Manajemen Menengah;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
240;Manager Pengendalian dan Evaluasi Portofolio;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;4;Manajemen Dasar;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
241;Manager Manajemen Aksi Korporasi dan Afiliasi;90;PLN Kantor Pusat - Divisi Perencanaan Sistem Ketenagalistrikan;4;Manajemen Dasar;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
242;Executive Vice President Kepatuhan;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;2;Manajemen Atas;;;Non Pemimpin Unit;3;Internal Control and Compliance;64;Kepatuhan;ACTV;2
243;Vice President Manajemen Risiko Kecurangan;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;3;Manajemen Menengah;;;Non Pemimpin Unit;3;Internal Control and Compliance;64;Kepatuhan;ACTV;2
244;Manager Manajemen Risiko Kecurangan Strategi dan Keuangan;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;3;Internal Control and Compliance;64;Kepatuhan;ACTV;2
245;Manager Manajemen Risiko Kecurangan Operasi dan Proyek;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;3;Internal Control and Compliance;64;Kepatuhan;ACTV;2
246;Manager Pengelolaan Whistle Blowing System;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;3;Internal Control and Compliance;64;Kepatuhan;ACTV;2
247;Vice President Peraturan dan Urusan Kebijakan;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;3;Manajemen Menengah;;;Non Pemimpin Unit;3;Internal Control and Compliance;64;Kepatuhan;ACTV;2
248;Manager Peraturan dan Urusan Kebijakan Internal;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;3;Internal Control and Compliance;64;Kepatuhan;ACTV;2
249;Manager Peraturan dan Urusan Kebijakan Eksternal;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;3;Internal Control and Compliance;64;Kepatuhan;ACTV;2
250;Vice President Manajemen Integritas;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;3;Manajemen Menengah;;;Non Pemimpin Unit;3;Internal Control and Compliance;64;Kepatuhan;ACTV;2
251;Manager Manajemen Integritas;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;3;Internal Control and Compliance;64;Kepatuhan;ACTV;2
252;Executive Vice President Pengendalian Kinerja Korporat;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;2;Manajemen Atas;;;Non Pemimpin Unit;9;Corporate Planning and Performance;81;Manajemen Kinerja;ACTV;2
253;Vice President Kinerja Korporat;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;3;Manajemen Menengah;;;Non Pemimpin Unit;9;Corporate Planning and Performance;81;Manajemen Kinerja;ACTV;2
254;Manager Kinerja Direktorat Korporat dan Unit Binaan 1;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;9;Corporate Planning and Performance;81;Manajemen Kinerja;ACTV;2
255;Manager Kinerja Direktorat Korporat dan Unit Binaan 2;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;9;Corporate Planning and Performance;81;Manajemen Kinerja;ACTV;2
256;Manager Kinerja Anak Perusahaan;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;9;Corporate Planning and Performance;81;Manajemen Kinerja;ACTV;2
257;Vice President Program Strategis;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;3;Manajemen Menengah;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
258;Manager Program Kelistrikan;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
259;Manager Proyek dan Informasi Strategis;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;9;Corporate Planning and Performance;83;Manajemen Strategis;ACTV;2
260;Vice President Sistem Manajemen Kinerja Unggul dan Pelaporan LKPM;89;PLN Kantor Pusat - Divisi Perencanaan Korporat;3;Manajemen Menengah;;;Non Pemimpin Unit;9;Corporate Planning and Performance;80;Manajemen Mutu;ACTV;2
261;Manager Eksekutif Direksi;11;Kantor Pusat - Direktorat Niaga dan Manajemen Pelanggan;3;Manajemen Menengah;;;Non Pemimpin Unit;9;Corporate Planning and Performance;81;Manajemen Kinerja;ACTV;2
262;Executive Vice President Pelayanan Pelanggan Korporat dan Institusi Besar;41;Kantor Pusat - Divisi Pelayanan Pelanggan Korporat dan Institusi Besar;2;Manajemen Atas;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
263;Vice President Priority Account Executive Sektor Swasta dan Bisnis Individu;41;Kantor Pusat - Divisi Pelayanan Pelanggan Korporat dan Institusi Besar;3;Manajemen Menengah;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
264;Manager Priority Account Executive Sektor Swasta;41;Kantor Pusat - Divisi Pelayanan Pelanggan Korporat dan Institusi Besar;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
265;Manager Priority Account Executive Bisnis Individu;41;Kantor Pusat - Divisi Pelayanan Pelanggan Korporat dan Institusi Besar;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
266;Vice President Priority Account Executive BUMN dan Pemerintah;41;Kantor Pusat - Divisi Pelayanan Pelanggan Korporat dan Institusi Besar;3;Manajemen Menengah;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
267;Manager Priority Account Executive BUMN;41;Kantor Pusat - Divisi Pelayanan Pelanggan Korporat dan Institusi Besar;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
268;Manager Priority Account Executive Pemerintah;41;Kantor Pusat - Divisi Pelayanan Pelanggan Korporat dan Institusi Besar;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
269;Vice President Priority Account Executive Kawasan Industri dan Ekonomi Khusus;41;Kantor Pusat - Divisi Pelayanan Pelanggan Korporat dan Institusi Besar;3;Manajemen Menengah;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
270;Manager Priority Account Executive Kawasan Industri;41;Kantor Pusat - Divisi Pelayanan Pelanggan Korporat dan Institusi Besar;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
271;Manager Priority Account Executive Kawasan Ekonomi Khusus;41;Kantor Pusat - Divisi Pelayanan Pelanggan Korporat dan Institusi Besar;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
272;Executive Vice President Pelayanan Pelanggan Retail;42;Kantor Pusat - Divisi Pelayanan Pelanggan Retail;2;Manajemen Atas;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
273;Vice President Penjualan;42;Kantor Pusat - Divisi Pelayanan Pelanggan Retail;3;Manajemen Menengah;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
274;Vice President Pelayanan Pelanggan;42;Kantor Pusat - Divisi Pelayanan Pelanggan Retail;3;Manajemen Menengah;;;Non Pemimpin Unit;7;Business and Commercial;22;Pelayanan Pelanggan;ACTV;2
275;Manager Digital Service;42;Kantor Pusat - Divisi Pelayanan Pelanggan Retail;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;22;Pelayanan Pelanggan;ACTV;2
276;Manager Administrasi Pelayanan;42;Kantor Pusat - Divisi Pelayanan Pelanggan Retail;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;22;Pelayanan Pelanggan;ACTV;2
277;Vice President Pengamanan Pendapatan;42;Kantor Pusat - Divisi Pelayanan Pelanggan Retail;3;Manajemen Menengah;;;Non Pemimpin Unit;7;Business and Commercial;23;Revenue Assurance;ACTV;2
278;Manager Konsumsi Energi;42;Kantor Pusat - Divisi Pelayanan Pelanggan Retail;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;23;Revenue Assurance;ACTV;2
279;Manager Revenue;42;Kantor Pusat - Divisi Pelayanan Pelanggan Retail;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;23;Revenue Assurance;ACTV;2
280;Executive Vice President Pemasaran dan Pengembangan Produk;43;Kantor Pusat - Divisi Pemasaran dan Pengembangan Produk;2;Manajemen Atas;;;Non Pemimpin Unit;7;Business and Commercial;24;Manajemen Niaga;ACTV;2
281;Vice President Strategi Pemasaran;43;Kantor Pusat - Divisi Pemasaran dan Pengembangan Produk;3;Manajemen Menengah;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
282;Manager Perencanaan Pemasaran;43;Kantor Pusat - Divisi Pemasaran dan Pengembangan Produk;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
283;Manager Product Branding and Digital Marketing;43;Kantor Pusat - Divisi Pemasaran dan Pengembangan Produk;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
284;Vice President Produk dan Inovasi Bisnis;43;Kantor Pusat - Divisi Pemasaran dan Pengembangan Produk;3;Manajemen Menengah;;;Non Pemimpin Unit;7;Business and Commercial;24;Manajemen Niaga;ACTV;2
285;Manager Produk Kelistrikan;43;Kantor Pusat - Divisi Pemasaran dan Pengembangan Produk;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;24;Manajemen Niaga;ACTV;2
286;Manager Produk Digital;43;Kantor Pusat - Divisi Pemasaran dan Pengembangan Produk;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;24;Manajemen Niaga;ACTV;2
287;Manager Produk Beyond Kwh;43;Kantor Pusat - Divisi Pemasaran dan Pengembangan Produk;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;24;Manajemen Niaga;ACTV;2
288;Vice President Akuisisi Pelanggan Besar Baru dan Captive;43;Kantor Pusat - Divisi Pemasaran dan Pengembangan Produk;3;Manajemen Menengah;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
289;Executive Vice President Tarif dan Subsidi;2;Kantor Pusat -  Divisi Tarif dan Subsidi;2;Manajemen Atas;;;Non Pemimpin Unit;7;Business and Commercial;24;Manajemen Niaga;ACTV;2
290;Vice President Perencanaan Tarif;2;Kantor Pusat -  Divisi Tarif dan Subsidi;3;Manajemen Menengah;;;Non Pemimpin Unit;7;Business and Commercial;24;Manajemen Niaga;ACTV;2
291;Vice President Evaluasi dan Manajemen Tarif;2;Kantor Pusat -  Divisi Tarif dan Subsidi;3;Manajemen Menengah;;;Non Pemimpin Unit;7;Business and Commercial;24;Manajemen Niaga;ACTV;2
292;Manager Evaluasi Tarif;2;Kantor Pusat -  Divisi Tarif dan Subsidi;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;24;Manajemen Niaga;ACTV;2
293;Executive Vice President Pusat Keunggulan Niaga dan Pelayanan Pelanggan;1;Kantor Pusat -  Divisi Pusat Keunggulan Niaga dan Pelayanan;2;Manajemen Atas;;;Non Pemimpin Unit;7;Business and Commercial;22;Pelayanan Pelanggan;ACTV;2
294;Vice President Data Komersial dan Monitoring;1;Kantor Pusat -  Divisi Pusat Keunggulan Niaga dan Pelayanan;3;Manajemen Menengah;;;Non Pemimpin Unit;7;Business and Commercial;22;Pelayanan Pelanggan;ACTV;2
295;Manager Customer Service;1;Kantor Pusat -  Divisi Pusat Keunggulan Niaga dan Pelayanan;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;22;Pelayanan Pelanggan;ACTV;2
296;Manager Data Scientist and Billing Management;1;Kantor Pusat -  Divisi Pusat Keunggulan Niaga dan Pelayanan;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;23;Revenue Assurance;ACTV;2
297;Manager Data Mining and Information Management;1;Kantor Pusat -  Divisi Pusat Keunggulan Niaga dan Pelayanan;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;22;Pelayanan Pelanggan;ACTV;2
298;Manager Commercial Development;1;Kantor Pusat -  Divisi Pusat Keunggulan Niaga dan Pelayanan;4;Manajemen Dasar;;;Non Pemimpin Unit;7;Business and Commercial;22;Pelayanan Pelanggan;ACTV;2
299;Vice President Market Intelligence dan Ekonomi Analitis;1;Kantor Pusat -  Divisi Pusat Keunggulan Niaga dan Pelayanan;3;Manajemen Menengah;;;Non Pemimpin Unit;7;Business and Commercial;22;Pelayanan Pelanggan;ACTV;2
300;Vice President Peningkatan Pengalaman Pelanggan;1;Kantor Pusat -  Divisi Pusat Keunggulan Niaga dan Pelayanan;3;Manajemen Menengah;;;Non Pemimpin Unit;7;Business and Commercial;22;Pelayanan Pelanggan;ACTV;2
301;Vice President Smart Meter dan Setelmen Energi;1;Kantor Pusat -  Divisi Pusat Keunggulan Niaga dan Pelayanan;3;Manajemen Menengah;;;Non Pemimpin Unit;7;Business and Commercial;23;Revenue Assurance;ACTV;2
302;Manager Eksekutif Direksi;10;Kantor Pusat - Direktorat Mega Proyek;3;Manajemen Menengah;;;Non Pemimpin Unit;9;Corporate Planning and Performance;81;Manajemen Kinerja;ACTV;2
303;Executive Vice President Perencanaan dan Enjiniring Konstruksi;53;Kantor Pusat - Divisi Perencanaan dan Enjiniring Konstruksi;2;Manajemen Atas;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
